Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Kwale,175.34,160.11,144.05,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Malindi,175.9,160.67,144.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lungalunga,176.05,160.83,144.76,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Voi,176.46,161.24,145.17,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Taveta,177.86,162.64,146.58,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lamu,178.27,163.06,147,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Hola,178.57,163.34,147.28,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mpeketoni,178.27,163.06,147,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Minjila,177.25,162.02,145.96,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Garsen,177.33,162.11,146.05,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Samburu,175.28,160.06,144,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Taru,175.46,160.24,144.18,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mwatate,176.79,161.57,145.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Wundanyi,176.96,161.74,145.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaloleni,175.13,159.92,143.85,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marereni,176.56,161.34,145.27,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nairobi,177.3,162,145.94,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Thika,177.31,162.01,145.94,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Machakos,177.54,162.24,146.18,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kajiado,177.72,162.42,146.36,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Makuyu,177.59,162.29,146.23,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Muranga,177.82,162.52,146.46,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sagana,178.05,162.75,146.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Embu,178.4,163.1,147.04,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kerugoya,178.33,163.03,146.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Narok,178.69,163.4,147.33,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nyeri,178.67,163.37,147.31,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Namanga,178.85,163.55,147.48,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kiganjo,178.64,163.34,147.28,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Chuka,178.93,163.63,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kitui,178.84,163.54,147.47,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mwingi,179.22,163.93,147.86,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nanyuki,179.23,163.94,147.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nkubu,180.21,164.91,148.84,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mtito Andei,179.74,164.44,148.38,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Meru,180.4,165.1,149.04,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Isiolo,180.26,164.96,148.89,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Maua,180.85,165.56,149.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Garissa,181.47,166.17,150.11,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marsabit,185.15,169.85,153.79,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Liboi,184.24,168.94,152.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Moyale,186.74,171.44,155.37,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sololo,185.79,170.49,154.43,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Habaswein,184.16,168.86,152.8,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Dadaab,182.85,167.55,151.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Tarbaj,186.42,171.12,155.04,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Elwak,188.02,172.72,156.65,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Wajir,186.57,171.27,155.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Modogashe,184.3,169,152.94,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mandera,190.35,175.05,158.98,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Matuu,178.2,162.9,146.84,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Merti,182.65,167.35,151.29,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Oldonyiro,179.67,164.36,148.29,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Eldas,188.34,173.04,156.98,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Bute,185.38,170.08,154.02,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Hadado,183.97,168.67,152.6,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mai Mahiu,177.42,162.12,146.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Doldo,180,164.7,148.63,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lamuria,179.12,163.82,147.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sipili,179.98,164.68,148.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marimanti,179.61,164.31,148.25,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mutuobare,178.95,163.65,147.58,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
North Horr,186.11,170.82,154.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Maikona,184.73,169.43,153.37,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kalacha,185.27,169.97,153.91,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Loyangalani,185.34,170.04,153.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Turbi,185.14,169.84,153.78,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Laisamis,182.36,167.06,150.98,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Merille,182.05,166.75,150.69,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Korr,183.3,168,151.93,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nakuru,176.62,161.83,145.79,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Gilgil,176.58,161.79,145.76,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mogotio,176.57,161.78,145.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Molo,176.65,161.86,145.83,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Olenguruone,177.36,162.56,146.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Londiani,176.88,162.09,146.05,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nyahururu,176.87,162.08,146.04,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Archers Post,179.85,165.06,149.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lodosoit,180.95,166.16,150.13,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Naivasha,176.95,162.15,146.11,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marigat,177.34,162.55,146.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kabarnet ,177.83,163.04,147.01,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Maralal,178.92,164.13,148.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Wamba,179.76,164.97,148.93,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Rumuruti,177.41,162.62,146.58,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Eldoret,177.5,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kiplombe,177.5,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Iten,177.5,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Naiberi,177.5,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kesses,177.5,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapsabet,177.52,162.74,146.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Webuye,177.93,163.15,147.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kitale,177.86,163.08,147.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapenguria ,178.5,163.72,147.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Bungoma,178.26,163.48,147.44,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Moiben,177.52,162.74,146.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Matunda,177.49,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Burnt Forest,177.45,162.67,146.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Tambach,177.54,162.76,146.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapsowar,178,163.22,147.18,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Chebara,177.89,163.1,147.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kimwarer,177.81,163.03,146.99,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Timboroa,177.73,162.95,146.9,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nandi Hills,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaiboi,177.55,162.77,146.73,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kiminini,178.05,163.27,147.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Endebes,178.39,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Saboti,178.07,163.29,147.25,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Chepareria,178.71,163.93,147.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lomut,180.33,165.53,149.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Burgich,179.12,164.34,148.29,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sigor,179.25,164.47,148.42,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lodwar,181.68,166.9,150.85,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kakuma,183.27,168.49,152.44,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lokichar,180.68,165.9,149.85,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kalokol,182.44,167.66,151.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lokori,181.05,166.27,150.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lokitaung,185.33,170.55,154.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapedo,180.33,165.53,149.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Malaba,178.66,163.88,147.84,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lokichogio,184.46,169.68,153.63,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ziwa,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Soy,177.51,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Moi's Bridge,177.57,162.78,146.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Turbo,177.45,162.67,146.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kibish,185.56,170.77,154.73,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nakalale,184.39,169.6,153.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Loima,180.8,166.02,149.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lokiriama,182.37,167.59,151.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kainuk,179.57,164.79,148.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kacheliba,178.9,164.12,148.07,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kiwawa,179.5,164.72,148.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ortum,179.09,164.31,148.26,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kachibora,177.89,163.1,147.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kwanza,178.6,163.82,147.78,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaplamai,177.92,163.14,147.08,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Eldama Ravine,178.33,163.55,147.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Tenges,178.47,163.69,147.65,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Barwessa,178.59,163.81,147.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kipsaraman,179.49,164.71,148.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Loruk,179.36,164.58,148.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kabartonjo,178.33,163.55,147.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Tindiret,178.39,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
O'lessos,177.57,162.78,146.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kobujoi,177.97,163.19,147.14,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Serem,178.05,163.27,147.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kabiyet,177.51,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Cheptulu,177.93,163.15,147.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Songor,178.47,163.69,147.65,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapcherop,178.11,163.33,147.28,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sambalat,178.79,164.01,147.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Arror,178.45,163.67,147.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Tot,178.65,163.87,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaptarakwa,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kapese,180.65,165.86,149.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kalemngorok,180.03,165.25,149.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marich,179.02,164.24,148.19,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Alale,179.5,164.72,148.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kunyao,179.17,164.39,148.34,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Asilong,178.76,163.98,147.93,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Orolwo,178.79,164.01,147.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sebit,178.74,163.96,147.92,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Morpus,178.65,163.87,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Chepkorniswo,178.53,163.75,147.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaibichbich,178.49,163.7,147.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Keringet,178.21,163.43,147.39,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kisumu,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sondu,177.59,162.8,146.77,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Oyugis,178.08,163.29,147.25,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kakamega,177.54,162.75,146.72,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mumias,177.82,163.03,146.99,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Bondo,177.7,162.91,146.88,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Siaya,177.83,163.04,147,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
